case_id	check_a	check_b	a_pass	b_pass	expected_joint	expected_verdict_class	sample	source_format	family	agency	year	page_a	page_b	command_a	command_b	field_a	field_b	observed_a	observed_b	honest_claim	contract_source	not_abstain	not_repeat
v-shadow-002236	layout-anomaly	verify-pages	0	0	0	JOINT_BOTH_FAIL	samples/환경부/지침/case-00132-83-2024.hwp	hwp	지침	환경부	2024	16	21	rhwp layout-anomaly --json	rhwp verify --expect-pages --json	hasSignal	failCount	true	1	서로 다른 명령 두 개가 모두 불합격이다. 합의 합격이 아니다.	src/main.rs:layout-anomaly|src/main.rs:verify	1	1
v-shadow-002237	layout-anomaly	fill-verify	1	1	1	JOINT_PASS	samples/해양수산부/공고/case-00132-84-2025.hwpx	hwpx	공고	해양수산부	2025	16	16	rhwp layout-anomaly --json	rhwp fill-fields --verify --json	hasSignal	verify.identical	false	true	서로 다른 기계 명령 두 개가 동시에 합격했다. 한쪽만의 합격이 아니므로 shadow agreement 로 합격한다.	src/main.rs:layout-anomaly|src/main.rs:fill-fields	1	1
v-shadow-002238	layout-anomaly	fill-verify	1	0	0	SHADOW_A_ONLY	samples/법제처/기안문/case-00133-85-2026.hwp	hwp	기안문	법제처	2026	17	20	rhwp layout-anomaly --json	rhwp fill-fields --verify --json	hasSignal	verify.identical	false	false	검사 A 만 합격했다. 한 명령의 합격은 합의가 아니므로 불합격이다.	src/main.rs:layout-anomaly|src/main.rs:fill-fields	1	1
v-shadow-002239	layout-anomaly	fill-verify	0	1	0	SHADOW_B_ONLY	samples/행정안전부/편람/case-00133-86-2016.hwpx	hwpx	편람	행정안전부	2016	19	18	rhwp layout-anomaly --json	rhwp fill-fields --verify --json	hasSignal	verify.identical	true	true	검사 B 만 합격했다. 한 명령의 합격은 합의가 아니므로 불합격이다.	src/main.rs:layout-anomaly|src/main.rs:fill-fields	1	1
v-shadow-002240	layout-anomaly	fill-verify	0	0	0	JOINT_BOTH_FAIL	samples/국세청/시험지/case-00133-87-2017.hwp	hwp	시험지	국세청	2017	21	24	rhwp layout-anomaly --json	rhwp fill-fields --verify --json	hasSignal	verify.identical	true	false	서로 다른 명령 두 개가 모두 불합격이다. 합의 합격이 아니다.	src/main.rs:layout-anomaly|src/main.rs:fill-fields	1	1
v-shadow-002241	layout-anomaly	render-diff	1	1	1	JOINT_PASS	samples/대법원/훈령/case-00133-88-2018.hwpx	hwpx	훈령	대법원	2018	20	20	rhwp layout-anomaly --json	rhwp render-diff --json	hasSignal	pageCountMismatch	false	false	서로 다른 기계 명령 두 개가 동시에 합격했다. 한쪽만의 합격이 아니므로 shadow agreement 로 합격한다.	src/main.rs:layout-anomaly|src/main.rs:render-diff	1	1
v-shadow-002242	layout-anomaly	render-diff	1	0	0	SHADOW_A_ONLY	samples/특허청/고시/case-00133-89-2019.hwp	hwp	고시	특허청	2019	21	23	rhwp layout-anomaly --json	rhwp render-diff --json	hasSignal	pageCountMismatch	false	true	검사 A 만 합격했다. 한 명령의 합격은 합의가 아니므로 불합격이다.	src/main.rs:layout-anomaly|src/main.rs:render-diff	1	1
v-shadow-002243	layout-anomaly	render-diff	0	1	0	SHADOW_B_ONLY	samples/교육부/공고문/case-00133-90-2020.hwpx	hwpx	공고문	교육부	2020	24	22	rhwp layout-anomaly --json	rhwp render-diff --json	hasSignal	pageCountMismatch	true	false	검사 B 만 합격했다. 한 명령의 합격은 합의가 아니므로 불합격이다.	src/main.rs:layout-anomaly|src/main.rs:render-diff	1	1
v-shadow-002244	layout-anomaly	render-diff	0	0	0	JOINT_BOTH_FAIL	samples/보건복지부/회의록/case-00133-91-2021.hwp	hwp	회의록	보건복지부	2021	26	27	rhwp layout-anomaly --json	rhwp render-diff --json	hasSignal	pageCountMismatch	true	true	서로 다른 명령 두 개가 모두 불합격이다. 합의 합격이 아니다.	src/main.rs:layout-anomaly|src/main.rs:render-diff	1	1
v-shadow-002245	layout-anomaly	dump-pages	1	1	1	JOINT_PASS	samples/국토교통부/예산서/case-00133-92-2022.hwpx	hwpx	예산서	국토교통부	2022	24	24	rhwp layout-anomaly --json	rhwp dump-pages --json	hasSignal	pageCount	false	24	서로 다른 기계 명령 두 개가 동시에 합격했다. 한쪽만의 합격이 아니므로 shadow agreement 로 합격한다.	src/main.rs:layout-anomaly|src/main.rs:dump-pages	1	1
v-shadow-002246	layout-anomaly	dump-pages	1	0	0	SHADOW_A_ONLY	samples/고용노동부/결산서/case-00133-93-2023.hwp	hwp	결산서	고용노동부	2023	25	31	rhwp layout-anomaly --json	rhwp dump-pages --json	hasSignal	pageCount	false	31+1	검사 A 만 합격했다. 한 명령의 합격은 합의가 아니므로 불합격이다.	src/main.rs:layout-anomaly|src/main.rs:dump-pages	1	1
v-shadow-002247	layout-anomaly	dump-pages	0	1	0	SHADOW_B_ONLY	samples/외교부/계약서/case-00133-94-2024.hwpx	hwpx	계약서	외교부	2024	29	26	rhwp layout-anomaly --json	rhwp dump-pages --json	hasSignal	pageCount	true	26	검사 B 만 합격했다. 한 명령의 합격은 합의가 아니므로 불합격이다.	src/main.rs:layout-anomaly|src/main.rs:dump-pages	1	1
v-shadow-002248	layout-anomaly	dump-pages	0	0	0	JOINT_BOTH_FAIL	samples/기획재정부/용역보고서/case-00133-95-2025.hwp	hwp	용역보고서	기획재정부	2025	28	30	rhwp layout-anomaly --json	rhwp dump-pages --json	hasSignal	pageCount	true	30+1	서로 다른 명령 두 개가 모두 불합격이다. 합의 합격이 아니다.	src/main.rs:layout-anomaly|src/main.rs:dump-pages	1	1
v-shadow-002249	layout-anomaly	info	1	1	1	JOINT_PASS	samples/공정거래위원회/학술논문/case-00133-96-2026.hwpx	hwpx	학술논문	공정거래위원회	2026	28	28	rhwp layout-anomaly --json	rhwp info --json	hasSignal	pageCount	false	28	서로 다른 기계 명령 두 개가 동시에 합격했다. 한쪽만의 합격이 아니므로 shadow agreement 로 합격한다.	src/main.rs:layout-anomaly|src/main.rs:info	1	1
v-shadow-002250	layout-anomaly	info	1	0	0	SHADOW_A_ONLY	samples/금융위원회/입법예고/case-00133-00-2016.hwp	hwp	입법예고	금융위원회	2016	29	34	rhwp layout-anomaly --json	rhwp info --json	hasSignal	pageCount	false	34+1	검사 A 만 합격했다. 한 명령의 합격은 합의가 아니므로 불합격이다.	src/main.rs:layout-anomaly|src/main.rs:info	1	1
v-shadow-002251	layout-anomaly	info	0	1	0	SHADOW_B_ONLY	samples/방송통신위원회/보도자료/case-00133-01-2017.hwpx	hwpx	보도자료	방송통신위원회	2017	31	30	rhwp layout-anomaly --json	rhwp info --json	hasSignal	pageCount	true	30	검사 B 만 합격했다. 한 명령의 합격은 합의가 아니므로 불합격이다.	src/main.rs:layout-anomaly|src/main.rs:info	1	1
v-shadow-002252	layout-anomaly	info	0	0	0	JOINT_BOTH_FAIL	samples/개인정보보호위원회/내부결재/case-00133-02-2018.hwp	hwp	내부결재	개인정보보호위원회	2018	33	33	rhwp layout-anomaly --json	rhwp info --json	hasSignal	pageCount	true	33+1	서로 다른 명령 두 개가 모두 불합격이다. 합의 합격이 아니다.	src/main.rs:layout-anomaly|src/main.rs:info	1	1
v-shadow-002253	layout-anomaly	inspect-hidden	1	1	1	JOINT_PASS	samples/국민권익위원회/수신문서/case-00133-03-2019.hwpx	hwpx	수신문서	국민권익위원회	2019	32	32	rhwp layout-anomaly --json	rhwp inspect hidden-text --json	hasSignal	clean	false	true	서로 다른 기계 명령 두 개가 동시에 합격했다. 한쪽만의 합격이 아니므로 shadow agreement 로 합격한다.	src/main.rs:layout-anomaly|src/main.rs:inspect hidden-text	1	1
v-shadow-002254	layout-anomaly	inspect-hidden	1	0	0	SHADOW_A_ONLY	samples/국가인권위원회/발신문서/case-00133-04-2020.hwp	hwp	발신문서	국가인권위원회	2020	33	37	rhwp layout-anomaly --json	rhwp inspect hidden-text --json	hasSignal	clean	false	false	검사 A 만 합격했다. 한 명령의 합격은 합의가 아니므로 불합격이다.	src/main.rs:layout-anomaly|src/main.rs:inspect hidden-text	1	1
v-shadow-002255	layout-anomaly	inspect-hidden	0	1	0	SHADOW_B_ONLY	samples/통계청/회의안건/case-00133-05-2021.hwpx	hwpx	회의안건	통계청	2021	36	34	rhwp layout-anomaly --json	rhwp inspect hidden-text --json	hasSignal	clean	true	true	검사 B 만 합격했다. 한 명령의 합격은 합의가 아니므로 불합격이다.	src/main.rs:layout-anomaly|src/main.rs:inspect hidden-text	1	1
v-shadow-002256	layout-anomaly	inspect-hidden	0	0	0	JOINT_BOTH_FAIL	samples/기상청/심사평가/case-00133-06-2022.hwp	hwp	심사평가	기상청	2022	38	41	rhwp layout-anomaly --json	rhwp inspect hidden-text --json	hasSignal	clean	true	false	서로 다른 명령 두 개가 모두 불합격이다. 합의 합격이 아니다.	src/main.rs:layout-anomaly|src/main.rs:inspect hidden-text	1	1
v-shadow-002257	layout-anomaly	inspect-injection	1	1	1	JOINT_PASS	samples/관세청/현장점검/case-00133-07-2023.hwpx	hwpx	현장점검	관세청	2023	36	36	rhwp layout-anomaly --json	rhwp inspect injection --json	hasSignal	clean	false	true	서로 다른 기계 명령 두 개가 동시에 합격했다. 한쪽만의 합격이 아니므로 shadow agreement 로 합격한다.	src/main.rs:layout-anomaly|src/main.rs:inspect injection	1	1
v-shadow-002258	layout-anomaly	inspect-injection	1	0	0	SHADOW_A_ONLY	samples/검찰청/안전관리/case-00133-08-2024.hwp	hwp	안전관리	검찰청	2024	37	40	rhwp layout-anomaly --json	rhwp inspect injection --json	hasSignal	clean	false	false	검사 A 만 합격했다. 한 명령의 합격은 합의가 아니므로 불합격이다.	src/main.rs:layout-anomaly|src/main.rs:inspect injection	1	1
v-shadow-002259	layout-anomaly	inspect-injection	0	1	0	SHADOW_B_ONLY	samples/경찰청/개인정보/case-00133-09-2025.hwpx	hwpx	개인정보	경찰청	2025	41	38	rhwp layout-anomaly --json	rhwp inspect injection --json	hasSignal	clean	true	true	검사 B 만 합격했다. 한 명령의 합격은 합의가 아니므로 불합격이다.	src/main.rs:layout-anomaly|src/main.rs:inspect injection	1	1
v-shadow-002260	layout-anomaly	inspect-injection	0	0	0	JOINT_BOTH_FAIL	samples/소방청/정보공개/case-00133-10-2026.hwp	hwp	정보공개	소방청	2026	40	44	rhwp layout-anomaly --json	rhwp inspect injection --json	hasSignal	clean	true	false	서로 다른 명령 두 개가 모두 불합격이다. 합의 합격이 아니다.	src/main.rs:layout-anomaly|src/main.rs:inspect injection	1	1
v-shadow-002261	layout-anomaly	inspect-unicode	1	1	1	JOINT_PASS	samples/해양경찰청/민원회신/case-00133-11-2016.hwpx	hwpx	민원회신	해양경찰청	2016	40	40	rhwp layout-anomaly --json	rhwp inspect unicode --json	hasSignal	clean	false	true	서로 다른 기계 명령 두 개가 동시에 합격했다. 한쪽만의 합격이 아니므로 shadow agreement 로 합격한다.	src/main.rs:layout-anomaly|src/main.rs:inspect unicode	1	1
v-shadow-002262	layout-anomaly	inspect-unicode	1	0	0	SHADOW_A_ONLY	samples/병무청/훈령별표/case-00133-12-2017.hwp	hwp	훈령별표	병무청	2017	41	43	rhwp layout-anomaly --json	rhwp inspect unicode --json	hasSignal	clean	false	false	검사 A 만 합격했다. 한 명령의 합격은 합의가 아니므로 불합격이다.	src/main.rs:layout-anomaly|src/main.rs:inspect unicode	1	1
v-shadow-002263	layout-anomaly	inspect-unicode	0	1	0	SHADOW_B_ONLY	samples/산림청/질의회신/case-00133-13-2018.hwpx	hwpx	질의회신	산림청	2018	43	42	rhwp layout-anomaly --json	rhwp inspect unicode --json	hasSignal	clean	true	true	검사 B 만 합격했다. 한 명령의 합격은 합의가 아니므로 불합격이다.	src/main.rs:layout-anomaly|src/main.rs:inspect unicode	1	1
v-shadow-002264	layout-anomaly	inspect-unicode	0	0	0	JOINT_BOTH_FAIL	samples/농촌진흥청/업무계획/case-00133-14-2019.hwp	hwp	업무계획	농촌진흥청	2019	45	47	rhwp layout-anomaly --json	rhwp inspect unicode --json	hasSignal	clean	true	false	서로 다른 명령 두 개가 모두 불합격이다. 합의 합격이 아니다.	src/main.rs:layout-anomaly|src/main.rs:inspect unicode	1	1
v-shadow-002265	layout-anomaly	inspect-watermark	1	1	1	JOINT_PASS	samples/중소벤처기업부/점검표/case-00133-15-2020.hwpx	hwpx	점검표	중소벤처기업부	2020	44	44	rhwp layout-anomaly --json	rhwp inspect watermark --json	hasSignal	clean	false	true	서로 다른 기계 명령 두 개가 동시에 합격했다. 한쪽만의 합격이 아니므로 shadow agreement 로 합격한다.	src/main.rs:layout-anomaly|src/main.rs:inspect watermark	1	1
v-shadow-002266	layout-anomaly	inspect-watermark	1	0	0	SHADOW_A_ONLY	samples/과학기술정보통신부/서식/case-00133-16-2021.hwp	hwp	서식	과학기술정보통신부	2021	45	51	rhwp layout-anomaly --json	rhwp inspect watermark --json	hasSignal	clean	false	false	검사 A 만 합격했다. 한 명령의 합격은 합의가 아니므로 불합격이다.	src/main.rs:layout-anomaly|src/main.rs:inspect watermark	1	1
v-shadow-002267	layout-anomaly	inspect-watermark	0	1	0	SHADOW_B_ONLY	samples/문화체육관광부/예규/case-00133-17-2022.hwpx	hwpx	예규	문화체육관광부	2022	48	46	rhwp layout-anomaly --json	rhwp inspect watermark --json	hasSignal	clean	true	true	검사 B 만 합격했다. 한 명령의 합격은 합의가 아니므로 불합격이다.	src/main.rs:layout-anomaly|src/main.rs:inspect watermark	1	1
v-shadow-002268	layout-anomaly	inspect-watermark	0	0	0	JOINT_BOTH_FAIL	samples/환경부/지침/case-00133-18-2023.hwp	hwp	지침	환경부	2023	50	50	rhwp layout-anomaly --json	rhwp inspect watermark --json	hasSignal	clean	true	false	서로 다른 명령 두 개가 모두 불합격이다. 합의 합격이 아니다.	src/main.rs:layout-anomaly|src/main.rs:inspect watermark	1	1
v-shadow-002269	layout-anomaly	replay	1	1	1	JOINT_PASS	samples/해양수산부/공고/case-00133-19-2024.hwpx	hwpx	공고	해양수산부	2024	48	48	rhwp layout-anomaly --json	rhwp replay --json	hasSignal	reproduced	false	true	서로 다른 기계 명령 두 개가 동시에 합격했다. 한쪽만의 합격이 아니므로 shadow agreement 로 합격한다.	src/main.rs:layout-anomaly|src/main.rs:replay	1	1
v-shadow-002270	layout-anomaly	replay	1	0	0	SHADOW_A_ONLY	samples/법제처/기안문/case-00134-20-2025.hwp	hwp	기안문	법제처	2025	49	54	rhwp layout-anomaly --json	rhwp replay --json	hasSignal	reproduced	false	false	검사 A 만 합격했다. 한 명령의 합격은 합의가 아니므로 불합격이다.	src/main.rs:layout-anomaly|src/main.rs:replay	1	1
v-shadow-002271	layout-anomaly	replay	0	1	0	SHADOW_B_ONLY	samples/행정안전부/편람/case-00134-21-2026.hwpx	hwpx	편람	행정안전부	2026	53	50	rhwp layout-anomaly --json	rhwp replay --json	hasSignal	reproduced	true	true	검사 B 만 합격했다. 한 명령의 합격은 합의가 아니므로 불합격이다.	src/main.rs:layout-anomaly|src/main.rs:replay	1	1
v-shadow-002272	layout-anomaly	replay	0	0	0	JOINT_BOTH_FAIL	samples/국세청/시험지/case-00134-22-2016.hwp	hwp	시험지	국세청	2016	52	53	rhwp layout-anomaly --json	rhwp replay --json	hasSignal	reproduced	true	false	서로 다른 명령 두 개가 모두 불합격이다. 합의 합격이 아니다.	src/main.rs:layout-anomaly|src/main.rs:replay	1	1
v-shadow-002273	layout-anomaly	audit	1	1	1	JOINT_PASS	samples/대법원/훈령/case-00134-23-2017.hwpx	hwpx	훈령	대법원	2017	52	52	rhwp layout-anomaly --json	rhwp audit --json	hasSignal	valid	false	true	서로 다른 기계 명령 두 개가 동시에 합격했다. 한쪽만의 합격이 아니므로 shadow agreement 로 합격한다.	src/main.rs:layout-anomaly|src/main.rs:audit	1	1
v-shadow-002274	layout-anomaly	audit	1	0	0	SHADOW_A_ONLY	samples/특허청/고시/case-00134-24-2018.hwp	hwp	고시	특허청	2018	53	57	rhwp layout-anomaly --json	rhwp audit --json	hasSignal	valid	false	false	검사 A 만 합격했다. 한 명령의 합격은 합의가 아니므로 불합격이다.	src/main.rs:layout-anomaly|src/main.rs:audit	1	1
v-shadow-002275	layout-anomaly	audit	0	1	0	SHADOW_B_ONLY	samples/교육부/공고문/case-00134-25-2019.hwpx	hwpx	공고문	교육부	2019	2	1	rhwp layout-anomaly --json	rhwp audit --json	hasSignal	valid	true	true	검사 B 만 합격했다. 한 명령의 합격은 합의가 아니므로 불합격이다.	src/main.rs:layout-anomaly|src/main.rs:audit	1	1
v-shadow-002276	layout-anomaly	audit	0	0	0	JOINT_BOTH_FAIL	samples/보건복지부/회의록/case-00134-26-2020.hwp	hwp	회의록	보건복지부	2020	4	8	rhwp layout-anomaly --json	rhwp audit --json	hasSignal	valid	true	false	서로 다른 명령 두 개가 모두 불합격이다. 합의 합격이 아니다.	src/main.rs:layout-anomaly|src/main.rs:audit	1	1
v-shadow-002277	layout-anomaly	lineage	1	1	1	JOINT_PASS	samples/국토교통부/예산서/case-00134-27-2021.hwpx	hwpx	예산서	국토교통부	2021	3	3	rhwp layout-anomaly --json	rhwp lineage --json	hasSignal	matches	false	true	서로 다른 기계 명령 두 개가 동시에 합격했다. 한쪽만의 합격이 아니므로 shadow agreement 로 합격한다.	src/main.rs:layout-anomaly|src/main.rs:lineage	1	1
v-shadow-002278	layout-anomaly	lineage	1	0	0	SHADOW_A_ONLY	samples/고용노동부/결산서/case-00134-28-2022.hwp	hwp	결산서	고용노동부	2022	4	7	rhwp layout-anomaly --json	rhwp lineage --json	hasSignal	matches	false	false	검사 A 만 합격했다. 한 명령의 합격은 합의가 아니므로 불합격이다.	src/main.rs:layout-anomaly|src/main.rs:lineage	1	1
v-shadow-002279	layout-anomaly	lineage	0	1	0	SHADOW_B_ONLY	samples/외교부/계약서/case-00134-29-2023.hwpx	hwpx	계약서	외교부	2023	7	5	rhwp layout-anomaly --json	rhwp lineage --json	hasSignal	matches	true	true	검사 B 만 합격했다. 한 명령의 합격은 합의가 아니므로 불합격이다.	src/main.rs:layout-anomaly|src/main.rs:lineage	1	1
v-shadow-002280	layout-anomaly	lineage	0	0	0	JOINT_BOTH_FAIL	samples/기획재정부/용역보고서/case-00134-30-2024.hwp	hwp	용역보고서	기획재정부	2024	9	11	rhwp layout-anomaly --json	rhwp lineage --json	hasSignal	matches	true	false	서로 다른 명령 두 개가 모두 불합격이다. 합의 합격이 아니다.	src/main.rs:layout-anomaly|src/main.rs:lineage	1	1
v-shadow-002281	layout-anomaly	csv-to-table-verify	1	1	1	JOINT_PASS	samples/공정거래위원회/학술논문/case-00134-31-2025.hwpx	hwpx	학술논문	공정거래위원회	2025	7	7	rhwp layout-anomaly --json	rhwp csv-to-table --verify --json	hasSignal	verify.identical	false	true	서로 다른 기계 명령 두 개가 동시에 합격했다. 한쪽만의 합격이 아니므로 shadow agreement 로 합격한다.	src/main.rs:layout-anomaly|src/main.rs:csv-to-table	1	1
v-shadow-002282	layout-anomaly	csv-to-table-verify	1	0	0	SHADOW_A_ONLY	samples/금융위원회/입법예고/case-00134-32-2026.hwp	hwp	입법예고	금융위원회	2026	8	10	rhwp layout-anomaly --json	rhwp csv-to-table --verify --json	hasSignal	verify.identical	false	false	검사 A 만 합격했다. 한 명령의 합격은 합의가 아니므로 불합격이다.	src/main.rs:layout-anomaly|src/main.rs:csv-to-table	1	1
v-shadow-002283	layout-anomaly	csv-to-table-verify	0	1	0	SHADOW_B_ONLY	samples/방송통신위원회/보도자료/case-00134-33-2016.hwpx	hwpx	보도자료	방송통신위원회	2016	12	9	rhwp layout-anomaly --json	rhwp csv-to-table --verify --json	hasSignal	verify.identical	true	true	검사 B 만 합격했다. 한 명령의 합격은 합의가 아니므로 불합격이다.	src/main.rs:layout-anomaly|src/main.rs:csv-to-table	1	1
v-shadow-002284	layout-anomaly	csv-to-table-verify	0	0	0	JOINT_BOTH_FAIL	samples/개인정보보호위원회/내부결재/case-00134-34-2017.hwp	hwp	내부결재	개인정보보호위원회	2017	11	14	rhwp layout-anomaly --json	rhwp csv-to-table --verify --json	hasSignal	verify.identical	true	false	서로 다른 명령 두 개가 모두 불합격이다. 합의 합격이 아니다.	src/main.rs:layout-anomaly|src/main.rs:csv-to-table	1	1
v-shadow-002285	layout-anomaly	sanitize-verify	1	1	1	JOINT_PASS	samples/국민권익위원회/수신문서/case-00134-35-2018.hwpx	hwpx	수신문서	국민권익위원회	2018	11	11	rhwp layout-anomaly --json	rhwp sanitize --verify --json	hasSignal	verify.identical	false	true	서로 다른 기계 명령 두 개가 동시에 합격했다. 한쪽만의 합격이 아니므로 shadow agreement 로 합격한다.	src/main.rs:layout-anomaly|src/main.rs:sanitize	1	1
v-shadow-002286	layout-anomaly	sanitize-verify	1	0	0	SHADOW_A_ONLY	samples/국가인권위원회/발신문서/case-00134-36-2019.hwp	hwp	발신문서	국가인권위원회	2019	12	18	rhwp layout-anomaly --json	rhwp sanitize --verify --json	hasSignal	verify.identical	false	false	검사 A 만 합격했다. 한 명령의 합격은 합의가 아니므로 불합격이다.	src/main.rs:layout-anomaly|src/main.rs:sanitize	1	1
v-shadow-002287	layout-anomaly	sanitize-verify	0	1	0	SHADOW_B_ONLY	samples/통계청/회의안건/case-00134-37-2020.hwpx	hwpx	회의안건	통계청	2020	14	13	rhwp layout-anomaly --json	rhwp sanitize --verify --json	hasSignal	verify.identical	true	true	검사 B 만 합격했다. 한 명령의 합격은 합의가 아니므로 불합격이다.	src/main.rs:layout-anomaly|src/main.rs:sanitize	1	1
v-shadow-002288	layout-anomaly	sanitize-verify	0	0	0	JOINT_BOTH_FAIL	samples/기상청/심사평가/case-00134-38-2021.hwp	hwp	심사평가	기상청	2021	16	17	rhwp layout-anomaly --json	rhwp sanitize --verify --json	hasSignal	verify.identical	true	false	서로 다른 명령 두 개가 모두 불합격이다. 합의 합격이 아니다.	src/main.rs:layout-anomaly|src/main.rs:sanitize	1	1
v-shadow-002289	render-diff	ir-diff	1	1	1	JOINT_PASS	samples/관세청/현장점검/case-00134-39-2022.hwpx	hwpx	현장점검	관세청	2022	15	15	rhwp render-diff --json	rhwp ir-diff --json	pageCountMismatch	identical	false	true	서로 다른 기계 명령 두 개가 동시에 합격했다. 한쪽만의 합격이 아니므로 shadow agreement 로 합격한다.	src/main.rs:render-diff|src/main.rs:ir-diff	1	1
v-shadow-002290	render-diff	ir-diff	1	0	0	SHADOW_A_ONLY	samples/검찰청/안전관리/case-00134-40-2023.hwp	hwp	안전관리	검찰청	2023	16	21	rhwp render-diff --json	rhwp ir-diff --json	pageCountMismatch	identical	false	false	검사 A 만 합격했다. 한 명령의 합격은 합의가 아니므로 불합격이다.	src/main.rs:render-diff|src/main.rs:ir-diff	1	1
v-shadow-002291	render-diff	ir-diff	0	1	0	SHADOW_B_ONLY	samples/경찰청/개인정보/case-00134-41-2024.hwpx	hwpx	개인정보	경찰청	2024	19	17	rhwp render-diff --json	rhwp ir-diff --json	pageCountMismatch	identical	true	true	검사 B 만 합격했다. 한 명령의 합격은 합의가 아니므로 불합격이다.	src/main.rs:render-diff|src/main.rs:ir-diff	1	1
v-shadow-002292	render-diff	ir-diff	0	0	0	JOINT_BOTH_FAIL	samples/소방청/정보공개/case-00134-42-2025.hwp	hwp	정보공개	소방청	2025	21	20	rhwp render-diff --json	rhwp ir-diff --json	pageCountMismatch	identical	true	false	서로 다른 명령 두 개가 모두 불합격이다. 합의 합격이 아니다.	src/main.rs:render-diff|src/main.rs:ir-diff	1	1
v-shadow-002293	render-diff	verify-pages	1	1	1	JOINT_PASS	samples/해양경찰청/민원회신/case-00134-43-2026.hwpx	hwpx	민원회신	해양경찰청	2026	19	19	rhwp render-diff --json	rhwp verify --expect-pages --json	pageCountMismatch	failCount	false	0	서로 다른 기계 명령 두 개가 동시에 합격했다. 한쪽만의 합격이 아니므로 shadow agreement 로 합격한다.	src/main.rs:render-diff|src/main.rs:verify	1	1
v-shadow-002294	render-diff	verify-pages	1	0	0	SHADOW_A_ONLY	samples/병무청/훈령별표/case-00134-44-2016.hwp	hwp	훈령별표	병무청	2016	20	24	rhwp render-diff --json	rhwp verify --expect-pages --json	pageCountMismatch	failCount	false	1	검사 A 만 합격했다. 한 명령의 합격은 합의가 아니므로 불합격이다.	src/main.rs:render-diff|src/main.rs:verify	1	1
v-shadow-002295	render-diff	verify-pages	0	1	0	SHADOW_B_ONLY	samples/산림청/질의회신/case-00134-45-2017.hwpx	hwpx	질의회신	산림청	2017	24	21	rhwp render-diff --json	rhwp verify --expect-pages --json	pageCountMismatch	failCount	true	0	검사 B 만 합격했다. 한 명령의 합격은 합의가 아니므로 불합격이다.	src/main.rs:render-diff|src/main.rs:verify	1	1
v-shadow-002296	render-diff	verify-pages	0	0	0	JOINT_BOTH_FAIL	samples/농촌진흥청/업무계획/case-00134-46-2018.hwp	hwp	업무계획	농촌진흥청	2018	23	28	rhwp render-diff --json	rhwp verify --expect-pages --json	pageCountMismatch	failCount	true	1	서로 다른 명령 두 개가 모두 불합격이다. 합의 합격이 아니다.	src/main.rs:render-diff|src/main.rs:verify	1	1
v-shadow-002297	render-diff	fill-verify	1	1	1	JOINT_PASS	samples/중소벤처기업부/점검표/case-00134-47-2019.hwpx	hwpx	점검표	중소벤처기업부	2019	23	23	rhwp render-diff --json	rhwp fill-fields --verify --json	pageCountMismatch	verify.identical	false	true	서로 다른 기계 명령 두 개가 동시에 합격했다. 한쪽만의 합격이 아니므로 shadow agreement 로 합격한다.	src/main.rs:render-diff|src/main.rs:fill-fields	1	1
v-shadow-002298	render-diff	fill-verify	1	0	0	SHADOW_A_ONLY	samples/과학기술정보통신부/서식/case-00134-48-2020.hwp	hwp	서식	과학기술정보통신부	2020	24	27	rhwp render-diff --json	rhwp fill-fields --verify --json	pageCountMismatch	verify.identical	false	false	검사 A 만 합격했다. 한 명령의 합격은 합의가 아니므로 불합격이다.	src/main.rs:render-diff|src/main.rs:fill-fields	1	1
v-shadow-002299	render-diff	fill-verify	0	1	0	SHADOW_B_ONLY	samples/문화체육관광부/예규/case-00134-49-2021.hwpx	hwpx	예규	문화체육관광부	2021	26	25	rhwp render-diff --json	rhwp fill-fields --verify --json	pageCountMismatch	verify.identical	true	true	검사 B 만 합격했다. 한 명령의 합격은 합의가 아니므로 불합격이다.	src/main.rs:render-diff|src/main.rs:fill-fields	1	1
v-shadow-002300	render-diff	fill-verify	0	0	0	JOINT_BOTH_FAIL	samples/환경부/지침/case-00134-50-2022.hwp	hwp	지침	환경부	2022	28	31	rhwp render-diff --json	rhwp fill-fields --verify --json	pageCountMismatch	verify.identical	true	false	서로 다른 명령 두 개가 모두 불합격이다. 합의 합격이 아니다.	src/main.rs:render-diff|src/main.rs:fill-fields	1	1
v-shadow-002301	render-diff	layout-anomaly	1	1	1	JOINT_PASS	samples/해양수산부/공고/case-00134-51-2023.hwpx	hwpx	공고	해양수산부	2023	27	27	rhwp render-diff --json	rhwp layout-anomaly --json	pageCountMismatch	hasSignal	false	false	서로 다른 기계 명령 두 개가 동시에 합격했다. 한쪽만의 합격이 아니므로 shadow agreement 로 합격한다.	src/main.rs:render-diff|src/main.rs:layout-anomaly	1	1
v-shadow-002302	render-diff	layout-anomaly	1	0	0	SHADOW_A_ONLY	samples/법제처/기안문/case-00135-52-2024.hwp	hwp	기안문	법제처	2024	28	30	rhwp render-diff --json	rhwp layout-anomaly --json	pageCountMismatch	hasSignal	false	true	검사 A 만 합격했다. 한 명령의 합격은 합의가 아니므로 불합격이다.	src/main.rs:render-diff|src/main.rs:layout-anomaly	1	1
