case_id	plan	expect_sha	reproduced	tool_version	verdict	mode	source	plan_sha256	output_sha256	expected_tool_version	input_path	action	exit_class	labor_accepted	evidence_kind	implementer_claim	sha_defect	family
v-replay-109650	{"planVersion":"1.0","input":"samples/한국토지주택공사/출장복명서-109650.hwp","output":"out/한국토지주택공사/출장복명서-109650-vreplay.hwp","steps":[{"action":"replace_text","find":"3월 31일","replace":"금이천만원정"}]}			0.8.3	ATTEST_NOT_THIRD_PARTY	attest	capsule	76fd9465ebea9374faa8f2ef9fdd0e71998fce7ad2134467ed95c96a9ac5c96e	6674b02565dc4e947f0b4ffa0e159b8658887cdb768b8905956ca2977bf96dc2	0.8.3	samples/한국토지주택공사/출장복명서-109650.hwp	replace_text	0	0	none	한국토지주택공사 출장복명서 건(#109649)은 구현자가 끝났다고 썼다. 가족=ATTEST_NOT_THIRD_PARTY. 이 문장은 판정에 쓰지 않는다.	missing	ATTEST_NOT_THIRD_PARTY
v-replay-109651	capsule 없이 편집을 끝냈으니 노동을 인정해 주십시오. case=109650 {"planVersion":"1.0","input":"samples/과학기술정보통신부/민원회신-109651.hwpx","output":"out/과학기술정보통신부/민원회신-109651-vreplay.hwpx","steps":[{"action":"replace_text","find":"과학기술정보통신부","replace":"사업기간 2026.03.01"}]}				PROSE_NOT_EVIDENCE	absent	prose	3bdac562f4abb16a5d2887c521ea0bd305cef0741b62f37766832e75eb8d6669	000cc61e05c1062a12e44d118262cf370f649343a3ff56b1b29cca53e438411f			prose	2	0	none	과학기술정보통신부 민원회신 건(#109650)은 구현자가 끝났다고 썼다. 가족=PROSE_NOT_EVIDENCE. 이 문장은 판정에 쓰지 않는다.	missing	PROSE_NOT_EVIDENCE
v-replay-109652	{"planVersion":"1.0","input":"samples/행정안전부/민원회신-109652.hwp","output":"out/행정안전부/민원회신-109652-vreplay.hwp","steps":[{"action":"replace_text","find":"붙임 1. 과업지시서","replace":"사업기간 2026.03.01"}]}			0.8.1	NO_EXPECT_SHA	verify	replay	c58a2170bf7608e2690b039215c5ba3bc67b7871c0655ef2c41b4fa356ba665f	235d0576dd4c8b009b24be137a1cd28dcf02b84738f0760e81c6459f733444c4	0.8.1	samples/행정안전부/민원회신-109652.hwp	replace_text	2	0	none	행정안전부 민원회신 건(#109651)은 구현자가 끝났다고 썼다. 가족=NO_EXPECT_SHA. 이 문장은 판정에 쓰지 않는다.	missing	NO_EXPECT_SHA
v-replay-109653	{"planVersion":"1.0","input":"samples/기획재정부/민원회신-109653.hwp","output":"out/기획재정부/민원회신-109653-vreplay.hwp","steps":[{"action":"replace_text","find":"수신자 내부결재","replace":"사업기간 2026.03.01"}]}	GGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGG:109652	0	0.8.0	INVALID_EXPECT_SHA	verify	replay	98412ec7b9383118963f6c001e5e37b7ad2fcd0c87cd2ada338989af7af558a5	720f11adb8f475fe3fdbd7b4223cc2f1293a7c635251bb62b418ede644d58932	0.8.0	samples/기획재정부/민원회신-109653.hwp	replace_text	2	0	none	기획재정부 민원회신 건(#109652)은 구현자가 끝났다고 썼다. 가족=INVALID_EXPECT_SHA. 이 문장은 판정에 쓰지 않는다.	length	INVALID_EXPECT_SHA
v-replay-109654	{"planVersion":"1.0","input":"samples/법무부/민원회신-109654.hwp","output":"out/법무부/민원회신-109654-vreplay.hwp","steps":[{"action":"replace_text","find":"금일천만원정","replace":"담당 김민준"}]}	cfec3c34cdf6c443dd0d822105bed2d600ee6212593a63a88e5b43869621563d	1		TOOL_VERSION_MISSING	verify	replay	22a61f35891cbee5d37f381ca45c9f7c1a14dd6d0ada7d4e437976323c8a2c86	cfec3c34cdf6c443dd0d822105bed2d600ee6212593a63a88e5b43869621563d		samples/법무부/민원회신-109654.hwp	replace_text	2	0	none	법무부 민원회신 건(#109653)은 구현자가 끝났다고 썼다. 가족=TOOL_VERSION_MISSING. 이 문장은 판정에 쓰지 않는다.		TOOL_VERSION_MISSING
v-replay-109655	{"planVersion":"1.0","input":"samples/교육부/민원회신-109655.hwp","output":"out/교육부/민원회신-109655-vreplay.hwp","steps":[{"action":"replace_text","find":"사업기간 2025.01.01","replace":"담당 김민준"}]}	b6759ddff6a743fe0234decb8fbe5bffe50805db560d2db76ac9c21128a4d34f	1	0.7.14	TOOL_VERSION_MISMATCH	verify	replay	e57a165d094f0e7df658372d388c063752fa75622ef880b0c0bda8a7b3eebe11	b6759ddff6a743fe0234decb8fbe5bffe50805db560d2db76ac9c21128a4d34f	0.8.3	samples/교육부/민원회신-109655.hwp	replace_text	3	0	reproduced_field	교육부 민원회신 건(#109654)은 구현자가 끝났다고 썼다. 가족=TOOL_VERSION_MISMATCH. 이 문장은 판정에 쓰지 않는다.		TOOL_VERSION_MISMATCH
v-replay-109656		0087352331ddf97700ea8ace473ec04cb734f8459a6ba92cea24a4618bb9e690	1	0.7.13	NO_PLAN	verify	replay		4cadad79a8e3852b42c9d5d35b592c92f66d94041d655ee02cd74b03a32a7479	0.7.13		missing	2	0	none	국방부 민원회신 건(#109655)은 구현자가 끝났다고 썼다. 가족=NO_PLAN. 이 문장은 판정에 쓰지 않는다.		NO_PLAN
v-replay-109657	{"planVersion":"1.0","input":"samples/보건복지부/민원회신-109657.hwp","output":"out/보건복지부/민원회신-109657-vreplay.hwp","steps":[{"action":"fill_fields","values":{"필드6":"제3조 선택기능"}}]}	fb7d505106aabbc6dfe2409624539afc845d5924a08c0f8fd8346f718aadd812	1	0.8.4	LABOR_ACCEPTED	verify	capsule	6fce9748714bcf8ec70824aba48ef7e842e29e950a6f523388ddf6819736cdbc	fb7d505106aabbc6dfe2409624539afc845d5924a08c0f8fd8346f718aadd812	0.8.4	samples/보건복지부/민원회신-109657.hwp	fill_fields	0	1	reproduced_field	보건복지부 민원회신 건(#109656)은 구현자가 끝났다고 썼다. 가족=LABOR_ACCEPTED. 이 문장은 판정에 쓰지 않는다.		LABOR_ACCEPTED
v-replay-109658	{"planVersion":"1.0","input":"samples/고용노동부/민원회신-109658.hwp","output":"out/고용노동부/민원회신-109658-vreplay.hwp","steps":[{"action":"fill_fields","values":{"필드7":"제3조 선택기능"}}]}	759a7d8960d2ca4b40fb837254623416f615254efcae1617c51b37ffbcd5f939	0	0.8.3	LABOR_REJECTED	verify	replay	1db7415564fc9b386e293310734baa67a321cee7a0e32541dc65248351e06cf7	918f75bde9b827a3fe33ad14d48dc2dd5e0ce53b52ebcb34f2987ff687711c14	0.8.3	samples/고용노동부/민원회신-109658.hwp	fill_fields	3	0	reproduced_field	고용노동부 민원회신 건(#109657)은 구현자가 끝났다고 썼다. 가족=LABOR_REJECTED. 이 문장은 판정에 쓰지 않는다.		LABOR_REJECTED
v-replay-109659	{"planVersion":"1.0","input":"samples/국토교통부/민원회신-109659.hwp","output":"out/국토교통부/민원회신-109659-vreplay.hwp","steps":[{"action":"fill_fields","values":{"필드8":"제3조 선택기능"}}]}			0.8.2	ATTEST_NOT_THIRD_PARTY	attest	replay	8f02130b8b7ac9c4cafb144cf55024d1969b3e618a25e8e635f322297b385343	fd39d91949f55093e8d12fdbd651be3a2e4acacc64ac1e324eab2fc97d9d8f14	0.8.2	samples/국토교통부/민원회신-109659.hwp	fill_fields	0	0	none	국토교통부 민원회신 건(#109658)은 구현자가 끝났다고 썼다. 가족=ATTEST_NOT_THIRD_PARTY. 이 문장은 판정에 쓰지 않는다.	missing	ATTEST_NOT_THIRD_PARTY
v-replay-109660	attest 영수증만 발급했지만 제3자 검증과 같다고 봅니다. case=109659 {"planVersion":"1.0","input":"samples/환경부/민원회신-109660.hwp","output":"out/환경부/민원회신-109660-vreplay.hwp","steps":[{"action":"fill_fields","values":{"필드9":"별표 3 검수기준"}}]}				PROSE_NOT_EVIDENCE	absent	prose	992bb6656e312c5b3798827702ebafd8f81b050e13a5cbb67705c689b2c94a94	9c0cd14c0cb599fc0adf3e879437b6a06807b7b50eb3626361c6407ce73c6cc1			prose	2	0	none	환경부 민원회신 건(#109659)은 구현자가 끝났다고 썼다. 가족=PROSE_NOT_EVIDENCE. 이 문장은 판정에 쓰지 않는다.	missing	PROSE_NOT_EVIDENCE
v-replay-109661	{"planVersion":"1.0","input":"samples/산업통상자원부/민원회신-109661.hwpx","output":"out/산업통상자원부/민원회신-109661-vreplay.hwpx","steps":[{"action":"fill_fields","values":{"필드10":"별표 3 검수기준"}}]}			0.8.0	NO_EXPECT_SHA	verify	replay	047620bfea182fca31dd57fe38e2ba83fede0f30095d1a6e33bc259bc62b9cd3	41fa21e4a307b955fe9b044c994f4bb4e40e62c6ffc66c496d2f5be89ac6c466	0.8.0	samples/산업통상자원부/민원회신-109661.hwpx	fill_fields	2	0	none	산업통상자원부 민원회신 건(#109660)은 구현자가 끝났다고 썼다. 가족=NO_EXPECT_SHA. 이 문장은 판정에 쓰지 않는다.	missing	NO_EXPECT_SHA
v-replay-109662	{"planVersion":"1.0","input":"samples/중소벤처기업부/민원회신-109662.hwp","output":"out/중소벤처기업부/민원회신-109662-vreplay.hwp","steps":[{"action":"fill_fields","values":{"필드11":"별표 3 검수기준"}}]}	0xabababababababababababababababababababababababababababababababab:109661	0	0.7.15	INVALID_EXPECT_SHA	verify	replay	ac34004baaed5206ffc922abc148200ae1a1ef9afdc1c05cefc9c65cc700ad58	57d7df2e4f42722974087bb2e2b603c93836006c79e9df30d347c4881a167f8b	0.7.15	samples/중소벤처기업부/민원회신-109662.hwp	fill_fields	2	0	none	중소벤처기업부 민원회신 건(#109661)은 구현자가 끝났다고 썼다. 가족=INVALID_EXPECT_SHA. 이 문장은 판정에 쓰지 않는다.	prefixed	INVALID_EXPECT_SHA
v-replay-109663	{"planVersion":"1.0","input":"samples/문화체육관광부/민원회신-109663.hwp","output":"out/문화체육관광부/민원회신-109663-vreplay.hwp","steps":[{"action":"set_cell","table":2,"row":6,"col":6,"text":"본 계약은 2026년에"}]}	c7d662f314b54d5e41d2c94b9be8982fca9f50f6a5a0ca6a73a2473050eed966	1		TOOL_VERSION_MISSING	verify	replay	7d5452c1f3a608a24e4afc28e7291ace9e31c8649db3f88ba0f272b40bab9ea2	c7d662f314b54d5e41d2c94b9be8982fca9f50f6a5a0ca6a73a2473050eed966		samples/문화체육관광부/민원회신-109663.hwp	set_cell	2	0	none	문화체육관광부 민원회신 건(#109662)은 구현자가 끝났다고 썼다. 가족=TOOL_VERSION_MISSING. 이 문장은 판정에 쓰지 않는다.		TOOL_VERSION_MISSING
v-replay-109664	{"planVersion":"1.0","input":"samples/농림축산식품부/민원회신-109664.hwp","output":"out/농림축산식품부/민원회신-109664-vreplay.hwp","steps":[{"action":"set_cell","table":3,"row":7,"col":7,"text":"본 계약은 2026년에"}]}	224f87bf500a747d1c9bfd02076ec65b007c72c884ec56d206dbb190d6fc5e32	1	0.7.13	TOOL_VERSION_MISMATCH	verify	replay	f8d088932dbc7154205d4257e0034af55f0c69841cb1c3b86de3911d0a491563	224f87bf500a747d1c9bfd02076ec65b007c72c884ec56d206dbb190d6fc5e32	0.8.2	samples/농림축산식품부/민원회신-109664.hwp	set_cell	3	0	reproduced_field	농림축산식품부 민원회신 건(#109663)은 구현자가 끝났다고 썼다. 가족=TOOL_VERSION_MISMATCH. 이 문장은 판정에 쓰지 않는다.		TOOL_VERSION_MISMATCH
v-replay-109665		51d7818a8cd4703f9e46b9dff0c7ea15ca712c803deb4a3624f8881c680a3edc	1	0.8.4	NO_PLAN	verify	replay		41b9d5c82560e8ad73af6e23b68fbec51f586ba37c64603857f54a424a7d3261	0.8.4		missing	2	0	none	해양수산부 민원회신 건(#109664)은 구현자가 끝났다고 썼다. 가족=NO_PLAN. 이 문장은 판정에 쓰지 않는다.		NO_PLAN
v-replay-109666	{"planVersion":"1.0","input":"samples/여성가족부/민원회신-109666.hwpx","output":"out/여성가족부/민원회신-109666-vreplay.hwpx","steps":[{"action":"set_cell","table":1,"row":9,"col":1,"text":"비밀유지 및 보안서약"}]}	260fb6d4a57d03202849e8838ca69a9b34ea5db5ffc57e8f42071ff94dba121c	1	0.8.3	LABOR_ACCEPTED	verify	replay	180cb816a1c1efd3a0cf72a4d79b03712877f82f8a403854846e2f60b0173d33	260fb6d4a57d03202849e8838ca69a9b34ea5db5ffc57e8f42071ff94dba121c	0.8.3	samples/여성가족부/민원회신-109666.hwpx	set_cell	0	1	reproduced_field	여성가족부 민원회신 건(#109665)은 구현자가 끝났다고 썼다. 가족=LABOR_ACCEPTED. 이 문장은 판정에 쓰지 않는다.		LABOR_ACCEPTED
v-replay-109667	{"planVersion":"1.0","input":"samples/통일부/민원회신-109667.hwp","output":"out/통일부/민원회신-109667-vreplay.hwp","steps":[{"action":"set_cell","table":2,"row":10,"col":2,"text":"비밀유지 및 보안서약"}]}	020257e4a1405cea2f9a798c421b098d656600b7a25e24c6c4cb454c9c285b09	0	0.8.2	LABOR_REJECTED	verify	replay	752a79243f7ffcf15c743a566bafa5d528e2dc10db6283bd8c4d92a9e7af6387	568ae9e0544f2b9142f338eb94cfe30f87826c9e8ec3270811df905eba2b2096	0.8.2	samples/통일부/민원회신-109667.hwp	set_cell	3	0	reproduced_field	통일부 민원회신 건(#109666)은 구현자가 끝났다고 썼다. 가족=LABOR_REJECTED. 이 문장은 판정에 쓰지 않는다.		LABOR_REJECTED
v-replay-109668	{"planVersion":"1.0","input":"samples/외교부/민원회신-109668.hwp","output":"out/외교부/민원회신-109668-vreplay.hwp","steps":[{"action":"set_cell","table":3,"row":11,"col":3,"text":"비밀유지 및 보안서약"}]}			0.8.1	ATTEST_NOT_THIRD_PARTY	attest	capsule	1428f37159bcb29673bb0df08dbb8d1bed4f8dea94d9b1496f41078309df744d	3e50aa3acc13a6330234594ad52341cb47b48a3ecfd188f8c2b057a411e74744	0.8.1	samples/외교부/민원회신-109668.hwp	set_cell	0	0	none	외교부 민원회신 건(#109667)은 구현자가 끝났다고 썼다. 가족=ATTEST_NOT_THIRD_PARTY. 이 문장은 판정에 쓰지 않는다.	missing	ATTEST_NOT_THIRD_PARTY
v-replay-109669	toolVersion 을 확인하지 않았지만 재현된 것으로 간주합니다. case=109668 {"planVersion":"1.0","input":"samples/국가보훈부/민원회신-109669.hwp","output":"out/국가보훈부/민원회신-109669-vreplay.hwp","steps":[{"action":"set_cell","table":0,"row":0,"col":4,"text":"개인정보 파기 절차"}]}				PROSE_NOT_EVIDENCE	absent	prose	bc75580b143d1db1109ad98694ce59fc077abb588e0aec43e79fe12a19d91e3c	ed1b6f0c34688b132509378f9f8cdb0be35891dd24287ea4a7db934b8657c010			prose	2	0	none	국가보훈부 민원회신 건(#109668)은 구현자가 끝났다고 썼다. 가족=PROSE_NOT_EVIDENCE. 이 문장은 판정에 쓰지 않는다.	missing	PROSE_NOT_EVIDENCE
v-replay-109670	{"planVersion":"1.0","input":"samples/인사혁신처/민원회신-109670.hwp","output":"out/인사혁신처/민원회신-109670-vreplay.hwp","steps":[{"action":"set_checkbox","name":"동의4","checked":true}]}			0.7.15	NO_EXPECT_SHA	verify	replay	5c9ac37bb970b38b27afbf12a61016e0fd46fa9d8d8c221663a019b3f5718345	8158b1240a2047a1d64c813a7228d8685e042e55c1aeda904ae8efa10caae3d3	0.7.15	samples/인사혁신처/민원회신-109670.hwp	set_checkbox	2	0	none	인사혁신처 민원회신 건(#109669)은 구현자가 끝났다고 썼다. 가족=NO_EXPECT_SHA. 이 문장은 판정에 쓰지 않는다.	missing	NO_EXPECT_SHA
v-replay-109671	{"planVersion":"1.0","input":"samples/국무조정실/민원회신-109671.hwpx","output":"out/국무조정실/민원회신-109671-vreplay.hwpx","steps":[{"action":"set_checkbox","name":"동의5","checked":true}]}	deadbeef:109670	0	0.7.14	INVALID_EXPECT_SHA	verify	replay	06109809248f9b741c72b7464bbb1a180af1d4506b2e8e11faf95adcbad2cd2a	03b003ee333621e70212a2ae401f715bc40e0b8e45c0c22dc2e127eda7acb83a	0.7.14	samples/국무조정실/민원회신-109671.hwpx	set_checkbox	2	0	none	국무조정실 민원회신 건(#109670)은 구현자가 끝났다고 썼다. 가족=INVALID_EXPECT_SHA. 이 문장은 판정에 쓰지 않는다.	length	INVALID_EXPECT_SHA
v-replay-109672	{"planVersion":"1.0","input":"samples/감사원/민원회신-109672.hwp","output":"out/감사원/민원회신-109672-vreplay.hwp","steps":[{"action":"set_checkbox","name":"동의6","checked":true}]}	7bb7e3799e87fe74c7a6e8336666e59e5712277a30eb47f41230f0883508c0b9	1		TOOL_VERSION_MISSING	verify	replay	37d7ff4f2f598cea50ba40ca244550a7785a140393764e3acf05f8f08882371e	7bb7e3799e87fe74c7a6e8336666e59e5712277a30eb47f41230f0883508c0b9		samples/감사원/민원회신-109672.hwp	set_checkbox	2	0	none	감사원 민원회신 건(#109671)은 구현자가 끝났다고 썼다. 가족=TOOL_VERSION_MISSING. 이 문장은 판정에 쓰지 않는다.		TOOL_VERSION_MISSING
v-replay-109673	{"planVersion":"1.0","input":"samples/공정거래위원회/민원회신-109673.hwp","output":"out/공정거래위원회/민원회신-109673-vreplay.hwp","steps":[{"action":"set_checkbox","name":"동의7","checked":true}]}	6a8d09957d4a17d9442230439588cfa51029ea459b20299c81433a3c56d011b5	1	0.8.4	TOOL_VERSION_MISMATCH	verify	replay	903f9423624b2b61d9eb395b96729d41f799267561f1fb91f9f94143d2b2af6a	6a8d09957d4a17d9442230439588cfa51029ea459b20299c81433a3c56d011b5	0.8.1	samples/공정거래위원회/민원회신-109673.hwp	set_checkbox	3	0	reproduced_field	공정거래위원회 민원회신 건(#109672)은 구현자가 끝났다고 썼다. 가족=TOOL_VERSION_MISMATCH. 이 문장은 판정에 쓰지 않는다.		TOOL_VERSION_MISMATCH
v-replay-109674		3fb03ea6c1454ec09e051368419bb16335cf65b041c5c59f9bcb895405c2e027	1	0.8.3	NO_PLAN	verify	replay		57182d862927e45d92e61690eed73a084da1973ed65e15a47535be03d9b4e622	0.8.3		missing	2	0	none	금융위원회 민원회신 건(#109673)은 구현자가 끝났다고 썼다. 가족=NO_PLAN. 이 문장은 판정에 쓰지 않는다.		NO_PLAN
v-replay-109675	{"planVersion":"1.0","input":"samples/개인정보보호위원회/민원회신-109675.hwp","output":"out/개인정보보호위원회/민원회신-109675-vreplay.hwp","steps":[{"action":"set_checkbox","name":"동의0","checked":true}]}	6ea13af981327e8e1f0f456a21492a18814628d999fe50d6a3a8609f7233fc2d	1	0.8.2	LABOR_ACCEPTED	verify	capsule	03c7cd6c7f919bc0205f85d8a06554948451f820be54adb04182faacf97e9a3e	6ea13af981327e8e1f0f456a21492a18814628d999fe50d6a3a8609f7233fc2d	0.8.2	samples/개인정보보호위원회/민원회신-109675.hwp	set_checkbox	0	1	reproduced_field	개인정보보호위원회 민원회신 건(#109674)은 구현자가 끝났다고 썼다. 가족=LABOR_ACCEPTED. 이 문장은 판정에 쓰지 않는다.		LABOR_ACCEPTED
v-replay-109676	{"planVersion":"1.0","input":"samples/서울특별시/민원회신-109676.hwpx","output":"out/서울특별시/민원회신-109676-vreplay.hwpx","steps":[{"action":"set_checkbox","name":"동의1","checked":true}]}	bab0547aa961a24a31ad80bd14f8a82ea69f6c029ca776350e1af25382d00c9e	0	0.8.1	LABOR_REJECTED	verify	replay	381b1b7980e960947d37408e20fc5d27880f8fc44aa0d7eae54d6a09b11cbcd8	260f2e73259db8e03861766976d775a1694ac4155b4756f5acfcedc6a791dfd5	0.8.1	samples/서울특별시/민원회신-109676.hwpx	set_checkbox	3	0	reproduced_field	서울특별시 민원회신 건(#109675)은 구현자가 끝났다고 썼다. 가족=LABOR_REJECTED. 이 문장은 판정에 쓰지 않는다.		LABOR_REJECTED
v-replay-109677	{"planVersion":"1.0","input":"samples/부산광역시/민원회신-109677.hwp","output":"out/부산광역시/민원회신-109677-vreplay.hwp","steps":[{"action":"redact","find":"개인정보 수집·이용"}]}			0.8.0	ATTEST_NOT_THIRD_PARTY	attest	replay	d7d017dd544eec7af3c11ed0c29108b0323382840091ebb9525aea43cf130c82	e62a0fff9266def9728993728c11a9e01a0a5e63066e793d5c15e84d98bf478a	0.8.0	samples/부산광역시/민원회신-109677.hwp	redact	0	0	none	부산광역시 민원회신 건(#109676)은 구현자가 끝났다고 썼다. 가족=ATTEST_NOT_THIRD_PARTY. 이 문장은 판정에 쓰지 않는다.	missing	ATTEST_NOT_THIRD_PARTY
v-replay-109678	계획 원문을 pretty-print 한 뒤 돌려도 같은 작업입니다. case=109677 {"planVersion":"1.0","input":"samples/대구광역시/민원회신-109678.hwp","output":"out/대구광역시/민원회신-109678-vreplay.hwp","steps":[{"action":"redact","find":"납기 2025-06-30"}]}				PROSE_NOT_EVIDENCE	absent	prose	19a703d85466da9820b4540cebb94dfcd5df147a8ec052bc3b8be1cab344e535	77d16f92fe69cc4f5b3463bf313dbf574461267032b121755ed73ada98fcc67b			prose	2	0	none	대구광역시 민원회신 건(#109677)은 구현자가 끝났다고 썼다. 가족=PROSE_NOT_EVIDENCE. 이 문장은 판정에 쓰지 않는다.	missing	PROSE_NOT_EVIDENCE
v-replay-109679	{"planVersion":"1.0","input":"samples/인천광역시/민원회신-109679.hwp","output":"out/인천광역시/민원회신-109679-vreplay.hwp","steps":[{"action":"redact","find":"검토 의견 없음"}]}			0.7.14	NO_EXPECT_SHA	verify	replay	ef0be6f6989e4c69cb44497df8be4efb03f324bc5df33ea97eac0b1d8c3e74b6	98dc72b1b1235264e92bf5df7f95b969532cfb8689ef4984d96f6bccf314ec1b	0.7.14	samples/인천광역시/민원회신-109679.hwp	redact	2	0	none	인천광역시 민원회신 건(#109678)은 구현자가 끝났다고 썼다. 가족=NO_EXPECT_SHA. 이 문장은 판정에 쓰지 않는다.	missing	NO_EXPECT_SHA
v-replay-109680	{"planVersion":"1.0","input":"samples/광주광역시/민원회신-109680.hwp","output":"out/광주광역시/민원회신-109680-vreplay.hwp","steps":[{"action":"redact","find":"한컴 공식 출력과 동일"}]}	not-a-sha256-digest:109679	0	0.7.13	INVALID_EXPECT_SHA	verify	replay	e48350dec032633ea75e65af22a5ab0f7d913ad1a20e4a55bbe7c7aa762fd1a3	89babab04b675e335391a0735448019461d3efdbef5cbeccc60b2e3a8cf4acc8	0.7.13	samples/광주광역시/민원회신-109680.hwp	redact	2	0	none	광주광역시 민원회신 건(#109679)은 구현자가 끝났다고 썼다. 가족=INVALID_EXPECT_SHA. 이 문장은 판정에 쓰지 않는다.	length	INVALID_EXPECT_SHA
v-replay-109681	{"planVersion":"1.0","input":"samples/경기도/민원회신-109681.hwpx","output":"out/경기도/민원회신-109681-vreplay.hwpx","steps":[{"action":"redact","find":"2025년 1차"}]}	b42857b1fabafcd728fd8de149ea13b257a8e323aaf63b7cc0c94d87f098074d	1		TOOL_VERSION_MISSING	verify	replay	048c8cccbf128c68aaab0c069cad19547dfd8e21ea0bac02feeae1ee5b250301	b42857b1fabafcd728fd8de149ea13b257a8e323aaf63b7cc0c94d87f098074d		samples/경기도/민원회신-109681.hwpx	redact	2	0	none	경기도 민원회신 건(#109680)은 구현자가 끝났다고 썼다. 가족=TOOL_VERSION_MISSING. 이 문장은 판정에 쓰지 않는다.		TOOL_VERSION_MISSING
v-replay-109682	{"planVersion":"1.0","input":"samples/강원특별자치도/민원회신-109682.hwp","output":"out/강원특별자치도/민원회신-109682-vreplay.hwp","steps":[{"action":"redact","find":"3월 31일"}]}	4d42b83236c954a709223dd6cda12f43c30ca63ffdb0c00c88f90ad0c3d37592	1	0.8.3	TOOL_VERSION_MISMATCH	verify	replay	1f00a07eb82b292dfc517e4f0e5d36744745d64089bfb913fb62099e5d1f4f79	4d42b83236c954a709223dd6cda12f43c30ca63ffdb0c00c88f90ad0c3d37592	0.8.0	samples/강원특별자치도/민원회신-109682.hwp	redact	3	0	reproduced_field	강원특별자치도 민원회신 건(#109681)은 구현자가 끝났다고 썼다. 가족=TOOL_VERSION_MISMATCH. 이 문장은 판정에 쓰지 않는다.		TOOL_VERSION_MISMATCH
v-replay-109683		57db64ad313af601b1e539168f027511d8370d95c764426a531bdedb54ef7820	1	0.8.2	NO_PLAN	verify	replay		508daad46ffea18cb9152cf9a2876574161f0cd220a2f0cd65608bec41b4f20f	0.8.2		missing	2	0	none	충청북도 민원회신 건(#109682)은 구현자가 끝났다고 썼다. 가족=NO_PLAN. 이 문장은 판정에 쓰지 않는다.		NO_PLAN
v-replay-109684	{"planVersion":"1.0","input":"samples/전북특별자치도/민원회신-109684.hwp","output":"out/전북특별자치도/민원회신-109684-vreplay.hwp","steps":[{"action":"sanitize"}]}	918f28fa4684b0c965b1b7cd668da5f9ffbfe66a1309111a8200b7d3a06093d9	1	0.8.1	LABOR_ACCEPTED	verify	replay	cce4b1b5fee3948b91d80fd75afe99bc485b89c3d7871db755d686b3237b5a64	918f28fa4684b0c965b1b7cd668da5f9ffbfe66a1309111a8200b7d3a06093d9	0.8.1	samples/전북특별자치도/민원회신-109684.hwp	sanitize	0	1	reproduced_field	전북특별자치도 민원회신 건(#109683)은 구현자가 끝났다고 썼다. 가족=LABOR_ACCEPTED. 이 문장은 판정에 쓰지 않는다.		LABOR_ACCEPTED
v-replay-109685	{"planVersion":"1.0","input":"samples/경상남도/민원회신-109685.hwp","output":"out/경상남도/민원회신-109685-vreplay.hwp","steps":[{"action":"sanitize"}]}	1e5ea008106e29c2c74d6ac1bf31c642f956e0cfa636e8813d13ad110baa76a0	0	0.8.0	LABOR_REJECTED	verify	replay	672befbaa961ca2ed367ce72e65e6a1f363a1fb895a4c617fcf6725d66df4cd7	407050c4e49bb9dd099480e3846c8095d7736e2719f11f5368af9aed5ad8decb	0.8.0	samples/경상남도/민원회신-109685.hwp	sanitize	3	0	reproduced_field	경상남도 민원회신 건(#109684)은 구현자가 끝났다고 썼다. 가족=LABOR_REJECTED. 이 문장은 판정에 쓰지 않는다.		LABOR_REJECTED
v-replay-109686	{"planVersion":"1.0","input":"samples/제주특별자치도/민원회신-109686.hwpx","output":"out/제주특별자치도/민원회신-109686-vreplay.hwpx","steps":[{"action":"sanitize"}]}			0.7.15	ATTEST_NOT_THIRD_PARTY	attest	capsule	60ac20d1da88b0be841ed341aee8ae69007b678c8b8db3d46ae03fc1fb315f7c	d0c38043a5040a1f1e4ca196f903f1e65c542373e0bbc07bb7602020d9dd9a57	0.7.15	samples/제주특별자치도/민원회신-109686.hwpx	sanitize	0	0	none	제주특별자치도 민원회신 건(#109685)은 구현자가 끝났다고 썼다. 가족=ATTEST_NOT_THIRD_PARTY. 이 문장은 판정에 쓰지 않는다.	missing	ATTEST_NOT_THIRD_PARTY
v-replay-109687	구현자 산문만으로 재현율을 100% 로 적겠습니다. case=109686 {"planVersion":"1.0","input":"samples/서울중앙지방법원/민원회신-109687.hwp","output":"out/서울중앙지방법원/민원회신-109687-vreplay.hwp","steps":[{"action":"sanitize"}]}				PROSE_NOT_EVIDENCE	absent	prose	8629a9ceddcfeb1f2ae30f1d89d968fa4ca77a9ff6fe4977bdd09663454aa1a3	1c9db8e87e1f73995e58999e7bd1b52aaa22b0a5af9a773d628c22557688c7ab			prose	2	0	none	서울중앙지방법원 민원회신 건(#109686)은 구현자가 끝났다고 썼다. 가족=PROSE_NOT_EVIDENCE. 이 문장은 판정에 쓰지 않는다.	missing	PROSE_NOT_EVIDENCE
