case_id	command	exit	identical	has_signal	reproduced	page_count_a	page_count_b	page_count_mismatch	struct_status	struct_node	page_count_node	verify_identical	verify_diff_count	diff_count	fail_count	pass_count	verdict	regression	status	clean	signal_count	valid	finding_count	overflow_count	overlap_count	empty_page_count	expected	contradiction_id	success_tokens	fail_tokens	sample	source_format	agency	doc_kind	year	family
v-abstain-007652	layout-anomaly	0	1	0		9	9	0	PASS	page/0/para/0	page/0/para/0				0	3				1	0		0	0	0	0	pass		identical=true|hasSignal=false|pageCountMismatch=false|pageCountA==pageCountB|struct=PASS|failCount=0|clean=true|signalCount=0|findingCount=0|overflowCount=0|overlapCount=0|exit=0		samples/특허청/2016/정보공개-회의록-007652.hwpx	hwpx	특허청	회의록	2016	정보공개
v-abstain-007653	layout-anomaly	0	1	0		9	9	0	PASS	page/0/table/0	page/0/table/0				0	3				1	0		0	0	0	0	pass		identical=true|hasSignal=false|pageCountMismatch=false|pageCountA==pageCountB|struct=PASS|failCount=0|clean=true|signalCount=0|findingCount=0|overflowCount=0|overlapCount=0|exit=0		samples/교육부/2016/정보공개-회의록-007653.hwp	hwp	교육부	회의록	2016	정보공개
v-abstain-007654	layout-anomaly	0	1	0		9	9	0	PASS	page/0/table/0/cell/0/0	page/0/table/0/cell/0/0				0	3				1	0		0	0	0	0	pass		identical=true|hasSignal=false|pageCountMismatch=false|pageCountA==pageCountB|struct=PASS|failCount=0|clean=true|signalCount=0|findingCount=0|overflowCount=0|overlapCount=0|exit=0		samples/보건복지부/2016/정보공개-회의록-007654.hwpx	hwpx	보건복지부	회의록	2016	정보공개
v-abstain-007655	layout-anomaly	0	1	0		9	9	0	PASS	page/1/header	page/1/header				0	3				1	0		0	0	0	0	pass		identical=true|hasSignal=false|pageCountMismatch=false|pageCountA==pageCountB|struct=PASS|failCount=0|clean=true|signalCount=0|findingCount=0|overflowCount=0|overlapCount=0|exit=0		samples/국토교통부/2016/정보공개-회의록-007655.hwp	hwp	국토교통부	회의록	2016	정보공개
v-abstain-007656	layout-anomaly	0	1	0		9	9	0	PASS	page/1/footer	page/1/footer				0	3				1	0		0	0	0	0	pass		identical=true|hasSignal=false|pageCountMismatch=false|pageCountA==pageCountB|struct=PASS|failCount=0|clean=true|signalCount=0|findingCount=0|overflowCount=0|overlapCount=0|exit=0		samples/고용노동부/2016/정보공개-회의록-007656.hwpx	hwpx	고용노동부	회의록	2016	정보공개
v-abstain-007657	layout-anomaly	0	1	0		9	9	0	PASS	page/0/body	page/0/body				0	4				1	0		0	0	0	0	pass		identical=true|hasSignal=false|pageCountMismatch=false|pageCountA==pageCountB|struct=PASS|failCount=0|clean=true|signalCount=0|findingCount=0|overflowCount=0|overlapCount=0|exit=0		samples/외교부/2016/정보공개-회의록-007657.hwp	hwp	외교부	회의록	2016	정보공개
v-abstain-007658	layout-anomaly	0	1	0		9	9	0	PASS	page/0/para/0	page/0/para/0				0	4				1	0		0	0	0	0	pass		identical=true|hasSignal=false|pageCountMismatch=false|pageCountA==pageCountB|struct=PASS|failCount=0|clean=true|signalCount=0|findingCount=0|overflowCount=0|overlapCount=0|exit=0		samples/기획재정부/2016/정보공개-회의록-007658.hwpx	hwpx	기획재정부	회의록	2016	정보공개
v-abstain-007659	layout-anomaly	0	1	0		9	9	0	PASS	page/0/table/0	page/0/table/0				0	4				1	0		0	0	0	0	pass		identical=true|hasSignal=false|pageCountMismatch=false|pageCountA==pageCountB|struct=PASS|failCount=0|clean=true|signalCount=0|findingCount=0|overflowCount=0|overlapCount=0|exit=0		samples/공정거래위원회/2016/정보공개-회의록-007659.hwp	hwp	공정거래위원회	회의록	2016	정보공개
v-abstain-007660	layout-anomaly	0	1	0		9	9	0	PASS	page/0/table/0/cell/0/0	page/0/table/0/cell/0/0				0	4				1	0		0	0	0	0	pass		identical=true|hasSignal=false|pageCountMismatch=false|pageCountA==pageCountB|struct=PASS|failCount=0|clean=true|signalCount=0|findingCount=0|overflowCount=0|overlapCount=0|exit=0		samples/금융위원회/2016/정보공개-회의록-007660.hwpx	hwpx	금융위원회	회의록	2016	정보공개
v-abstain-007661	layout-anomaly	0	1	0		9	9	0	PASS	page/1/header	page/1/header				0	4				1	0		0	0	0	0	pass		identical=true|hasSignal=false|pageCountMismatch=false|pageCountA==pageCountB|struct=PASS|failCount=0|clean=true|signalCount=0|findingCount=0|overflowCount=0|overlapCount=0|exit=0		samples/방송통신위원회/2016/정보공개-회의록-007661.hwp	hwp	방송통신위원회	회의록	2016	정보공개
v-abstain-007662	layout-anomaly	0	1	0		9	9	0	PASS	page/1/footer	page/1/footer				0	4				1	0		0	0	0	0	pass		identical=true|hasSignal=false|pageCountMismatch=false|pageCountA==pageCountB|struct=PASS|failCount=0|clean=true|signalCount=0|findingCount=0|overflowCount=0|overlapCount=0|exit=0		samples/개인정보보호위원회/2016/정보공개-회의록-007662.hwpx	hwpx	개인정보보호위원회	회의록	2016	정보공개
v-abstain-007663	layout-anomaly	0	1	0		9	9	0	PASS	page/0/body	page/0/body				0	5				1	0		0	0	0	0	pass		identical=true|hasSignal=false|pageCountMismatch=false|pageCountA==pageCountB|struct=PASS|failCount=0|clean=true|signalCount=0|findingCount=0|overflowCount=0|overlapCount=0|exit=0		samples/국민권익위원회/2016/정보공개-회의록-007663.hwp	hwp	국민권익위원회	회의록	2016	정보공개
v-abstain-007664	layout-anomaly	0	1	0		9	9	0	PASS	page/0/para/0	page/0/para/0				0	5				1	0		0	0	0	0	pass		identical=true|hasSignal=false|pageCountMismatch=false|pageCountA==pageCountB|struct=PASS|failCount=0|clean=true|signalCount=0|findingCount=0|overflowCount=0|overlapCount=0|exit=0		samples/국가인권위원회/2016/정보공개-회의록-007664.hwpx	hwpx	국가인권위원회	회의록	2016	정보공개
v-abstain-007665	layout-anomaly	0	1	0		9	9	0	PASS	page/0/table/0	page/0/table/0				0	5				1	0		0	0	0	0	pass		identical=true|hasSignal=false|pageCountMismatch=false|pageCountA==pageCountB|struct=PASS|failCount=0|clean=true|signalCount=0|findingCount=0|overflowCount=0|overlapCount=0|exit=0		samples/통계청/2016/정보공개-회의록-007665.hwp	hwp	통계청	회의록	2016	정보공개
v-abstain-007666	layout-anomaly	0	1	0		9	9	0	PASS	page/0/table/0/cell/0/0	page/0/table/0/cell/0/0				0	5				1	0		0	0	0	0	pass		identical=true|hasSignal=false|pageCountMismatch=false|pageCountA==pageCountB|struct=PASS|failCount=0|clean=true|signalCount=0|findingCount=0|overflowCount=0|overlapCount=0|exit=0		samples/기상청/2016/정보공개-회의록-007666.hwpx	hwpx	기상청	회의록	2016	정보공개
v-abstain-007667	layout-anomaly	0	1	0		9	9	0	PASS	page/1/header	page/1/header				0	5				1	0		0	0	0	0	pass		identical=true|hasSignal=false|pageCountMismatch=false|pageCountA==pageCountB|struct=PASS|failCount=0|clean=true|signalCount=0|findingCount=0|overflowCount=0|overlapCount=0|exit=0		samples/관세청/2017/정보공개-회의록-007667.hwp	hwp	관세청	회의록	2017	정보공개
v-abstain-007668	layout-anomaly	0	1	0		9	9	0	PASS	page/1/footer	page/1/footer				0	5				1	0		0	0	0	0	pass		identical=true|hasSignal=false|pageCountMismatch=false|pageCountA==pageCountB|struct=PASS|failCount=0|clean=true|signalCount=0|findingCount=0|overflowCount=0|overlapCount=0|exit=0		samples/검찰청/2017/정보공개-회의록-007668.hwpx	hwpx	검찰청	회의록	2017	정보공개
v-abstain-007669	layout-anomaly	0	1	0		9	9	0	PASS	page/0/body	page/0/body				0	0				1	0		0	0	0	1	pass		identical=true|hasSignal=false|pageCountMismatch=false|pageCountA==pageCountB|struct=PASS|failCount=0|clean=true|signalCount=0|findingCount=0|overflowCount=0|overlapCount=0|exit=0		samples/경찰청/2017/정보공개-회의록-007669.hwp	hwp	경찰청	회의록	2017	정보공개
v-abstain-007670	layout-anomaly	0	1	0		9	9	0	PASS	page/0/para/0	page/0/para/0				0	0				1	0		0	0	0	1	pass		identical=true|hasSignal=false|pageCountMismatch=false|pageCountA==pageCountB|struct=PASS|failCount=0|clean=true|signalCount=0|findingCount=0|overflowCount=0|overlapCount=0|exit=0		samples/소방청/2017/정보공개-회의록-007670.hwpx	hwpx	소방청	회의록	2017	정보공개
v-abstain-007671	layout-anomaly	0	1	0		9	9	0	PASS	page/0/table/0	page/0/table/0				0	0				1	0		0	0	0	1	pass		identical=true|hasSignal=false|pageCountMismatch=false|pageCountA==pageCountB|struct=PASS|failCount=0|clean=true|signalCount=0|findingCount=0|overflowCount=0|overlapCount=0|exit=0		samples/해양경찰청/2017/정보공개-회의록-007671.hwp	hwp	해양경찰청	회의록	2017	정보공개
v-abstain-007672	layout-anomaly	0	1	0		9	9	0	PASS	page/0/table/0/cell/0/0	page/0/table/0/cell/0/0				0	0				1	0		0	0	0	1	pass		identical=true|hasSignal=false|pageCountMismatch=false|pageCountA==pageCountB|struct=PASS|failCount=0|clean=true|signalCount=0|findingCount=0|overflowCount=0|overlapCount=0|exit=0		samples/병무청/2017/정보공개-회의록-007672.hwpx	hwpx	병무청	회의록	2017	정보공개
v-abstain-007673	layout-anomaly	0	1	0		9	9	0	PASS	page/1/header	page/1/header				0	0				1	0		0	0	0	1	pass		identical=true|hasSignal=false|pageCountMismatch=false|pageCountA==pageCountB|struct=PASS|failCount=0|clean=true|signalCount=0|findingCount=0|overflowCount=0|overlapCount=0|exit=0		samples/산림청/2017/정보공개-회의록-007673.hwp	hwp	산림청	회의록	2017	정보공개
v-abstain-007674	layout-anomaly	0	1	0		9	9	0	PASS	page/1/footer	page/1/footer				0	0				1	0		0	0	0	1	pass		identical=true|hasSignal=false|pageCountMismatch=false|pageCountA==pageCountB|struct=PASS|failCount=0|clean=true|signalCount=0|findingCount=0|overflowCount=0|overlapCount=0|exit=0		samples/농촌진흥청/2017/정보공개-회의록-007674.hwpx	hwpx	농촌진흥청	회의록	2017	정보공개
v-abstain-007675	layout-anomaly	0	1	0		9	9	0	PASS	page/0/body	page/0/body				0	1				1	0		0	0	0	1	pass		identical=true|hasSignal=false|pageCountMismatch=false|pageCountA==pageCountB|struct=PASS|failCount=0|clean=true|signalCount=0|findingCount=0|overflowCount=0|overlapCount=0|exit=0		samples/중소벤처기업부/2017/정보공개-회의록-007675.hwp	hwp	중소벤처기업부	회의록	2017	정보공개
v-abstain-007676	layout-anomaly	0	1	0		9	9	0	PASS	page/0/para/0	page/0/para/0				0	1				1	0		0	0	0	1	pass		identical=true|hasSignal=false|pageCountMismatch=false|pageCountA==pageCountB|struct=PASS|failCount=0|clean=true|signalCount=0|findingCount=0|overflowCount=0|overlapCount=0|exit=0		samples/과학기술정보통신부/2017/정보공개-회의록-007676.hwpx	hwpx	과학기술정보통신부	회의록	2017	정보공개
v-abstain-007677	layout-anomaly	0	1	0		9	9	0	PASS	page/0/table/0	page/0/table/0				0	1				1	0		0	0	0	1	pass		identical=true|hasSignal=false|pageCountMismatch=false|pageCountA==pageCountB|struct=PASS|failCount=0|clean=true|signalCount=0|findingCount=0|overflowCount=0|overlapCount=0|exit=0		samples/문화체육관광부/2017/정보공개-회의록-007677.hwp	hwp	문화체육관광부	회의록	2017	정보공개
v-abstain-007678	layout-anomaly	0	1	0		9	9	0	PASS	page/0/table/0/cell/0/0	page/0/table/0/cell/0/0				0	1				1	0		0	0	0	1	pass		identical=true|hasSignal=false|pageCountMismatch=false|pageCountA==pageCountB|struct=PASS|failCount=0|clean=true|signalCount=0|findingCount=0|overflowCount=0|overlapCount=0|exit=0		samples/환경부/2017/정보공개-회의록-007678.hwpx	hwpx	환경부	회의록	2017	정보공개
v-abstain-007679	layout-anomaly	0	1	0		9	9	0	PASS	page/1/header	page/1/header				0	1				1	0		0	0	0	1	pass		identical=true|hasSignal=false|pageCountMismatch=false|pageCountA==pageCountB|struct=PASS|failCount=0|clean=true|signalCount=0|findingCount=0|overflowCount=0|overlapCount=0|exit=0		samples/해양수산부/2017/정보공개-회의록-007679.hwp	hwp	해양수산부	회의록	2017	정보공개
v-abstain-007680	layout-anomaly	0	1	0		9	9	0	PASS	page/1/footer	page/1/footer				0	1				1	0		0	0	0	1	pass		identical=true|hasSignal=false|pageCountMismatch=false|pageCountA==pageCountB|struct=PASS|failCount=0|clean=true|signalCount=0|findingCount=0|overflowCount=0|overlapCount=0|exit=0		samples/법제처/2017/기안문-고시-007680.hwpx	hwpx	법제처	고시	2017	기안문
v-abstain-007681	layout-anomaly	0	1	0		9	9	0	PASS	page/0/body	page/0/body				0	2				1	0		0	0	0	1	pass		identical=true|hasSignal=false|pageCountMismatch=false|pageCountA==pageCountB|struct=PASS|failCount=0|clean=true|signalCount=0|findingCount=0|overflowCount=0|overlapCount=0|exit=0		samples/행정안전부/2017/기안문-고시-007681.hwp	hwp	행정안전부	고시	2017	기안문
v-abstain-007682	layout-anomaly	0	1	0		9	9	0	PASS	page/0/para/0	page/0/para/0				0	2				1	0		0	0	0	1	pass		identical=true|hasSignal=false|pageCountMismatch=false|pageCountA==pageCountB|struct=PASS|failCount=0|clean=true|signalCount=0|findingCount=0|overflowCount=0|overlapCount=0|exit=0		samples/국세청/2017/기안문-고시-007682.hwpx	hwpx	국세청	고시	2017	기안문
v-abstain-007683	layout-anomaly	0	1	0		9	9	0	PASS	page/0/table/0	page/0/table/0				0	2				1	0		0	0	0	1	pass		identical=true|hasSignal=false|pageCountMismatch=false|pageCountA==pageCountB|struct=PASS|failCount=0|clean=true|signalCount=0|findingCount=0|overflowCount=0|overlapCount=0|exit=0		samples/대법원/2017/기안문-고시-007683.hwp	hwp	대법원	고시	2017	기안문
v-abstain-007684	layout-anomaly	0	1	0		9	9	0	PASS	page/0/table/0/cell/0/0	page/0/table/0/cell/0/0				0	2				1	0		0	0	0	1	pass		identical=true|hasSignal=false|pageCountMismatch=false|pageCountA==pageCountB|struct=PASS|failCount=0|clean=true|signalCount=0|findingCount=0|overflowCount=0|overlapCount=0|exit=0		samples/특허청/2018/기안문-고시-007684.hwpx	hwpx	특허청	고시	2018	기안문
v-abstain-007685	layout-anomaly	0	1	0		9	9	0	PASS	page/1/header	page/1/header				0	2				1	0		0	0	0	1	pass		identical=true|hasSignal=false|pageCountMismatch=false|pageCountA==pageCountB|struct=PASS|failCount=0|clean=true|signalCount=0|findingCount=0|overflowCount=0|overlapCount=0|exit=0		samples/교육부/2018/기안문-고시-007685.hwp	hwp	교육부	고시	2018	기안문
v-abstain-007686	layout-anomaly	0	1	0		9	9	0	PASS	page/1/footer	page/1/footer				0	2				1	0		0	0	0	1	pass		identical=true|hasSignal=false|pageCountMismatch=false|pageCountA==pageCountB|struct=PASS|failCount=0|clean=true|signalCount=0|findingCount=0|overflowCount=0|overlapCount=0|exit=0		samples/보건복지부/2018/기안문-고시-007686.hwpx	hwpx	보건복지부	고시	2018	기안문
v-abstain-007687	layout-anomaly	0	1	0		9	9	0	PASS	page/0/body	page/0/body				0	3				1	0		0	0	0	1	pass		identical=true|hasSignal=false|pageCountMismatch=false|pageCountA==pageCountB|struct=PASS|failCount=0|clean=true|signalCount=0|findingCount=0|overflowCount=0|overlapCount=0|exit=0		samples/국토교통부/2018/기안문-고시-007687.hwp	hwp	국토교통부	고시	2018	기안문
v-abstain-007688	layout-anomaly	0	1	0		9	9	0	PASS	page/0/para/0	page/0/para/0				0	3				1	0		0	0	0	1	pass		identical=true|hasSignal=false|pageCountMismatch=false|pageCountA==pageCountB|struct=PASS|failCount=0|clean=true|signalCount=0|findingCount=0|overflowCount=0|overlapCount=0|exit=0		samples/고용노동부/2018/기안문-고시-007688.hwpx	hwpx	고용노동부	고시	2018	기안문
v-abstain-007689	layout-anomaly	0	1	0		9	9	0	PASS	page/0/table/0	page/0/table/0				0	3				1	0		0	0	0	1	pass		identical=true|hasSignal=false|pageCountMismatch=false|pageCountA==pageCountB|struct=PASS|failCount=0|clean=true|signalCount=0|findingCount=0|overflowCount=0|overlapCount=0|exit=0		samples/외교부/2018/기안문-고시-007689.hwp	hwp	외교부	고시	2018	기안문
v-abstain-007690	layout-anomaly	0	1	0		9	9	0	PASS	page/0/table/0/cell/0/0	page/0/table/0/cell/0/0				0	3				1	0		0	0	0	1	pass		identical=true|hasSignal=false|pageCountMismatch=false|pageCountA==pageCountB|struct=PASS|failCount=0|clean=true|signalCount=0|findingCount=0|overflowCount=0|overlapCount=0|exit=0		samples/기획재정부/2018/기안문-고시-007690.hwpx	hwpx	기획재정부	고시	2018	기안문
v-abstain-007691	layout-anomaly	0	1	0		9	9	0	PASS	page/1/header	page/1/header				0	3				1	0		0	0	0	1	pass		identical=true|hasSignal=false|pageCountMismatch=false|pageCountA==pageCountB|struct=PASS|failCount=0|clean=true|signalCount=0|findingCount=0|overflowCount=0|overlapCount=0|exit=0		samples/공정거래위원회/2018/기안문-고시-007691.hwp	hwp	공정거래위원회	고시	2018	기안문
v-abstain-007692	layout-anomaly	0	1	0		9	9	0	PASS	page/1/footer	page/1/footer				0	3				1	0		0	0	0	1	pass		identical=true|hasSignal=false|pageCountMismatch=false|pageCountA==pageCountB|struct=PASS|failCount=0|clean=true|signalCount=0|findingCount=0|overflowCount=0|overlapCount=0|exit=0		samples/금융위원회/2018/기안문-고시-007692.hwpx	hwpx	금융위원회	고시	2018	기안문
v-abstain-007693	layout-anomaly	0	1	0		9	9	0	PASS	page/0/body	page/0/body				0	4				1	0		0	0	0	1	pass		identical=true|hasSignal=false|pageCountMismatch=false|pageCountA==pageCountB|struct=PASS|failCount=0|clean=true|signalCount=0|findingCount=0|overflowCount=0|overlapCount=0|exit=0		samples/방송통신위원회/2018/기안문-고시-007693.hwp	hwp	방송통신위원회	고시	2018	기안문
v-abstain-007694	layout-anomaly	0	1	0		9	9	0	PASS	page/0/para/0	page/0/para/0				0	4				1	0		0	0	0	1	pass		identical=true|hasSignal=false|pageCountMismatch=false|pageCountA==pageCountB|struct=PASS|failCount=0|clean=true|signalCount=0|findingCount=0|overflowCount=0|overlapCount=0|exit=0		samples/개인정보보호위원회/2018/기안문-고시-007694.hwpx	hwpx	개인정보보호위원회	고시	2018	기안문
v-abstain-007695	layout-anomaly	0	1	0		9	9	0	PASS	page/0/table/0	page/0/table/0				0	4				1	0		0	0	0	1	pass		identical=true|hasSignal=false|pageCountMismatch=false|pageCountA==pageCountB|struct=PASS|failCount=0|clean=true|signalCount=0|findingCount=0|overflowCount=0|overlapCount=0|exit=0		samples/국민권익위원회/2018/기안문-고시-007695.hwp	hwp	국민권익위원회	고시	2018	기안문
v-abstain-007696	layout-anomaly	0	1	0		9	9	0	PASS	page/0/table/0/cell/0/0	page/0/table/0/cell/0/0				0	4				1	0		0	0	0	1	pass		identical=true|hasSignal=false|pageCountMismatch=false|pageCountA==pageCountB|struct=PASS|failCount=0|clean=true|signalCount=0|findingCount=0|overflowCount=0|overlapCount=0|exit=0		samples/국가인권위원회/2018/기안문-고시-007696.hwpx	hwpx	국가인권위원회	고시	2018	기안문
v-abstain-007697	layout-anomaly	0	1	0		9	9	0	PASS	page/1/header	page/1/header				0	4				1	0		0	0	0	1	pass		identical=true|hasSignal=false|pageCountMismatch=false|pageCountA==pageCountB|struct=PASS|failCount=0|clean=true|signalCount=0|findingCount=0|overflowCount=0|overlapCount=0|exit=0		samples/통계청/2018/기안문-고시-007697.hwp	hwp	통계청	고시	2018	기안문
v-abstain-007698	layout-anomaly	0	1	0		9	9	0	PASS	page/1/footer	page/1/footer				0	4				1	0		0	0	0	1	pass		identical=true|hasSignal=false|pageCountMismatch=false|pageCountA==pageCountB|struct=PASS|failCount=0|clean=true|signalCount=0|findingCount=0|overflowCount=0|overlapCount=0|exit=0		samples/기상청/2018/기안문-고시-007698.hwpx	hwpx	기상청	고시	2018	기안문
v-abstain-007699	layout-anomaly	0	1	0		9	9	0	PASS	page/0/body	page/0/body				0	5				1	0		0	0	0	1	pass		identical=true|hasSignal=false|pageCountMismatch=false|pageCountA==pageCountB|struct=PASS|failCount=0|clean=true|signalCount=0|findingCount=0|overflowCount=0|overlapCount=0|exit=0		samples/관세청/2018/기안문-고시-007699.hwp	hwp	관세청	고시	2018	기안문
v-abstain-007700	layout-anomaly	0	1	0		9	9	0	PASS	page/0/para/0	page/0/para/0				0	5				1	0		0	0	0	1	pass		identical=true|hasSignal=false|pageCountMismatch=false|pageCountA==pageCountB|struct=PASS|failCount=0|clean=true|signalCount=0|findingCount=0|overflowCount=0|overlapCount=0|exit=0		samples/검찰청/2018/기안문-고시-007700.hwpx	hwpx	검찰청	고시	2018	기안문
v-abstain-007701	layout-anomaly	0	1	0		9	9	0	PASS	page/0/table/0	page/0/table/0				0	5				1	0		0	0	0	1	pass		identical=true|hasSignal=false|pageCountMismatch=false|pageCountA==pageCountB|struct=PASS|failCount=0|clean=true|signalCount=0|findingCount=0|overflowCount=0|overlapCount=0|exit=0		samples/경찰청/2019/기안문-고시-007701.hwp	hwp	경찰청	고시	2019	기안문
v-abstain-007702	layout-anomaly	0	1	0		9	9	0	PASS	page/0/table/0/cell/0/0	page/0/table/0/cell/0/0				0	5				1	0		0	0	0	1	pass		identical=true|hasSignal=false|pageCountMismatch=false|pageCountA==pageCountB|struct=PASS|failCount=0|clean=true|signalCount=0|findingCount=0|overflowCount=0|overlapCount=0|exit=0		samples/소방청/2019/기안문-고시-007702.hwpx	hwpx	소방청	고시	2019	기안문
v-abstain-007703	layout-anomaly	0	1	0		9	9	0	PASS	page/1/header	page/1/header				0	5				1	0		0	0	0	1	pass		identical=true|hasSignal=false|pageCountMismatch=false|pageCountA==pageCountB|struct=PASS|failCount=0|clean=true|signalCount=0|findingCount=0|overflowCount=0|overlapCount=0|exit=0		samples/해양경찰청/2019/기안문-고시-007703.hwp	hwp	해양경찰청	고시	2019	기안문
v-abstain-007704	layout-anomaly	0	1	0		9	9	0	PASS	page/1/footer	page/1/footer				0	5				1	0		0	0	0	1	pass		identical=true|hasSignal=false|pageCountMismatch=false|pageCountA==pageCountB|struct=PASS|failCount=0|clean=true|signalCount=0|findingCount=0|overflowCount=0|overlapCount=0|exit=0		samples/병무청/2019/기안문-고시-007704.hwpx	hwpx	병무청	고시	2019	기안문
v-abstain-007705	layout-anomaly	0	1	0		9	9	0	PASS	page/0/body	page/0/body				0	0				1	0		0	0	0	2	pass		identical=true|hasSignal=false|pageCountMismatch=false|pageCountA==pageCountB|struct=PASS|failCount=0|clean=true|signalCount=0|findingCount=0|overflowCount=0|overlapCount=0|exit=0		samples/산림청/2019/기안문-고시-007705.hwp	hwp	산림청	고시	2019	기안문
v-abstain-007706	layout-anomaly	0	1	0		9	9	0	PASS	page/0/para/0	page/0/para/0				0	0				1	0		0	0	0	2	pass		identical=true|hasSignal=false|pageCountMismatch=false|pageCountA==pageCountB|struct=PASS|failCount=0|clean=true|signalCount=0|findingCount=0|overflowCount=0|overlapCount=0|exit=0		samples/농촌진흥청/2019/기안문-고시-007706.hwpx	hwpx	농촌진흥청	고시	2019	기안문
v-abstain-007707	layout-anomaly	0	1	0		9	9	0	PASS	page/0/table/0	page/0/table/0				0	0				1	0		0	0	0	2	pass		identical=true|hasSignal=false|pageCountMismatch=false|pageCountA==pageCountB|struct=PASS|failCount=0|clean=true|signalCount=0|findingCount=0|overflowCount=0|overlapCount=0|exit=0		samples/중소벤처기업부/2019/기안문-고시-007707.hwp	hwp	중소벤처기업부	고시	2019	기안문
v-abstain-007708	layout-anomaly	0	1	0		9	9	0	PASS	page/0/table/0/cell/0/0	page/0/table/0/cell/0/0				0	0				1	0		0	0	0	2	pass		identical=true|hasSignal=false|pageCountMismatch=false|pageCountA==pageCountB|struct=PASS|failCount=0|clean=true|signalCount=0|findingCount=0|overflowCount=0|overlapCount=0|exit=0		samples/과학기술정보통신부/2019/기안문-고시-007708.hwpx	hwpx	과학기술정보통신부	고시	2019	기안문
v-abstain-007709	layout-anomaly	0	1	0		9	9	0	PASS	page/1/header	page/1/header				0	0				1	0		0	0	0	2	pass		identical=true|hasSignal=false|pageCountMismatch=false|pageCountA==pageCountB|struct=PASS|failCount=0|clean=true|signalCount=0|findingCount=0|overflowCount=0|overlapCount=0|exit=0		samples/문화체육관광부/2019/기안문-고시-007709.hwp	hwp	문화체육관광부	고시	2019	기안문
v-abstain-007710	layout-anomaly	0	1	0		9	9	0	PASS	page/1/footer	page/1/footer				0	0				1	0		0	0	0	2	pass		identical=true|hasSignal=false|pageCountMismatch=false|pageCountA==pageCountB|struct=PASS|failCount=0|clean=true|signalCount=0|findingCount=0|overflowCount=0|overlapCount=0|exit=0		samples/환경부/2019/기안문-고시-007710.hwpx	hwpx	환경부	고시	2019	기안문
v-abstain-007711	layout-anomaly	0	1	0		9	9	0	PASS	page/0/body	page/0/body				0	1				1	0		0	0	0	2	pass		identical=true|hasSignal=false|pageCountMismatch=false|pageCountA==pageCountB|struct=PASS|failCount=0|clean=true|signalCount=0|findingCount=0|overflowCount=0|overlapCount=0|exit=0		samples/해양수산부/2019/기안문-고시-007711.hwp	hwp	해양수산부	고시	2019	기안문
v-abstain-007712	layout-anomaly	0	1	0		9	9	0	PASS	page/0/para/0	page/0/para/0				0	1				1	0		0	0	0	2	pass		identical=true|hasSignal=false|pageCountMismatch=false|pageCountA==pageCountB|struct=PASS|failCount=0|clean=true|signalCount=0|findingCount=0|overflowCount=0|overlapCount=0|exit=0		samples/법제처/2019/기안문-훈령-007712.hwpx	hwpx	법제처	훈령	2019	기안문
v-abstain-007713	layout-anomaly	0	1	0		9	9	0	PASS	page/0/table/0	page/0/table/0				0	1				1	0		0	0	0	2	pass		identical=true|hasSignal=false|pageCountMismatch=false|pageCountA==pageCountB|struct=PASS|failCount=0|clean=true|signalCount=0|findingCount=0|overflowCount=0|overlapCount=0|exit=0		samples/행정안전부/2019/기안문-훈령-007713.hwp	hwp	행정안전부	훈령	2019	기안문
v-abstain-007714	layout-anomaly	0	1	0		9	9	0	PASS	page/0/table/0/cell/0/0	page/0/table/0/cell/0/0				0	1				1	0		0	0	0	2	pass		identical=true|hasSignal=false|pageCountMismatch=false|pageCountA==pageCountB|struct=PASS|failCount=0|clean=true|signalCount=0|findingCount=0|overflowCount=0|overlapCount=0|exit=0		samples/국세청/2019/기안문-훈령-007714.hwpx	hwpx	국세청	훈령	2019	기안문
v-abstain-007715	layout-anomaly	0	1	0		9	9	0	PASS	page/1/header	page/1/header				0	1				1	0		0	0	0	2	pass		identical=true|hasSignal=false|pageCountMismatch=false|pageCountA==pageCountB|struct=PASS|failCount=0|clean=true|signalCount=0|findingCount=0|overflowCount=0|overlapCount=0|exit=0		samples/대법원/2019/기안문-훈령-007715.hwp	hwp	대법원	훈령	2019	기안문
v-abstain-007716	layout-anomaly	0	1	0		9	9	0	PASS	page/1/footer	page/1/footer				0	1				1	0		0	0	0	2	pass		identical=true|hasSignal=false|pageCountMismatch=false|pageCountA==pageCountB|struct=PASS|failCount=0|clean=true|signalCount=0|findingCount=0|overflowCount=0|overlapCount=0|exit=0		samples/특허청/2019/기안문-훈령-007716.hwpx	hwpx	특허청	훈령	2019	기안문
v-abstain-007717	layout-anomaly	0	1	0		9	9	0	PASS	page/0/body	page/0/body				0	2				1	0		0	0	0	2	pass		identical=true|hasSignal=false|pageCountMismatch=false|pageCountA==pageCountB|struct=PASS|failCount=0|clean=true|signalCount=0|findingCount=0|overflowCount=0|overlapCount=0|exit=0		samples/교육부/2019/기안문-훈령-007717.hwp	hwp	교육부	훈령	2019	기안문
v-abstain-007718	layout-anomaly	0	1	0		9	9	0	PASS	page/0/para/0	page/0/para/0				0	2				1	0		0	0	0	2	pass		identical=true|hasSignal=false|pageCountMismatch=false|pageCountA==pageCountB|struct=PASS|failCount=0|clean=true|signalCount=0|findingCount=0|overflowCount=0|overlapCount=0|exit=0		samples/보건복지부/2020/기안문-훈령-007718.hwpx	hwpx	보건복지부	훈령	2020	기안문
